Line	Source	BiGG	MNXM	Stuff	
12: bigg.metabolite:	oh1	MNXM02	Hydroxideion
385282: bigg.metabolite:	ptdca	MNXM12597	PentadecanoateC150
385869: bigg.metabolite:	peplys	MNXM12612	Peptidyl-L-lysine
385960: bigg.metabolite:	dsbgrd	MNXM12615	Periplasmicdisulfideisomerase/thiol-disulphideoxidase(reduced)
386012: bigg.metabolite:	dsbard	MNXM12618	PeriplasmicproteindisulfideisomeraseI(reduced)
386242: bigg.metabolite:	gly_leu__L	MNXM126241	GlyLeu
386243: bigg.metabolite:	glyleu	MNXM126241	Glycylleucine
386400: bigg.metabolite:	pheac	MNXM12629	Phenethylacetate
386436: bigg.metabolite:	mfrrppdima	MNXM12630	Phenolicglycolipid(Mtb)
386927: bigg.metabolite:	ptd1ino160	MNXM12646	Phosphatidyl1Dmyoinositol
387014: bigg.metabolite:	ptd134bp_SC	MNXM12649	Phosphatidyl1Dmyoinositol34bisphosphate(yeastspecific)
387035: bigg.metabolite:	skm5p	MNXM1265	Shikimate5-phosphate
387093: bigg.metabolite:	pc_SC	MNXM12651	Phosphatidylcholine(yeastspecific)
387111: bigg.metabolite:	hismet	MNXM126513	Histidyl-Methionine
387155: bigg.metabolite:	pg190	MNXM12653	Phosphatidylglycerol(dimethylstearoyl,C19:0)
387214: bigg.metabolite:	pgp_HP	MNXM12655	PhosphatidylglycerolphosphateHpspecific
387582: bigg.metabolite:	dxtrn	MNXM12672	Phosphorylase-limitdextrin(glycogenin-1,6{4[1,4-Glc],4[1,4-Glc]})
388172: bigg.metabolite:	C10164	MNXM12691	Picolinicacid||pyridine-2-carboxylicacid
389457: bigg.metabolite:	prenoN_ated	MNXM12742	Prenol-45nteichoicacid-glucosesubstituted
389684: bigg.metabolite:	met__D	MNXM1275	D-Methionine
390277: bigg.metabolite:	dhlam	MNXM1277	Dihydrolipoamide
390353: bigg.metabolite:	dsbcrd	MNXM12772	ProteindisulfideisomeraseII(reduced)
391210: bigg.metabolite:	ca2	MNXM128	Calcium
391268: bigg.metabolite:	glu5p	MNXM1280	L-Glutamate5-phosphate
391427: bigg.metabolite:	mhglz	MNXM128034	Methyl-hydroxy-gliclazide
391573: bigg.metabolite:	histd	MNXM1281	L-Histidinol
392482: bigg.metabolite:	R6coa_hs	MNXM12840	Rgroup6CoenzymeAhomosapiens
393267: bigg.metabolite:	cytP450r	MNXM12867	Reducedflavoprotein(cytochromeP-450)
393347: bigg.metabolite:	Nforglu	MNXM1287	N-Formyl-L-glutamate
394126: bigg.metabolite:	pre3a	MNXM1290	Precorrin3A
394445: bigg.metabolite:	pre3b	MNXM1291	Precorrin3B
395318: bigg.metabolite:	sT_antigen	MNXM12937	STantigen
395361: bigg.metabolite:	sTn_antigen	MNXM12938	STnantigen
395680: bigg.metabolite:	strch2	MNXM12953	Starch,structure2(1,6-{2[1,4-Glc],[1,4-Glc]})
395982: bigg.metabolite:	subeac	MNXM12964	Subericacid
396032: bigg.metabolite:	sucald	MNXM12965	Succinicaldehyde
396096: bigg.metabolite:	nrpphrsf	MNXM12967	Sulfatederivativeofnorepinephrine
396533: bigg.metabolite:	tststerones	MNXM12985	Tststeronesc
396758: bigg.metabolite:	tethex3	MNXM12996	Tetracosahexaenoicacid,n-3
396775: bigg.metabolite:	tetpent3	MNXM12997	Tetracosapentaenoicacid,n-3
396835: bigg.metabolite:	tetpent6	MNXM12998	Tetracosapentaenoicacid,n-6
396887: bigg.metabolite:	tettet6	MNXM12999	Tetracosatetraenoicacidn-6
396914: bigg.metabolite:	co2	MNXM13	CO2
397028: bigg.metabolite:	ttdcal	MNXM13002	Tetradecanal
397275: bigg.metabolite:	tmha1	MNXM13010	Tetramycolylhexaarabinoside(tdm1+tdm2+tre)(Mtb)
397301: bigg.metabolite:	tmha2	MNXM13011	Tetramycolylhexaarabinoside(tdm1+tdm3+tre)(Mtb)
397322: bigg.metabolite:	tmha3	MNXM13012	Tetramycolylhexaarabinoside(tdm1+tdm4+tre)(Mtb)
397359: bigg.metabolite:	tmha4	MNXM13013	Tetramycolylhexaarabinoside(tdm2+tdm3+tre)(Mtb)
397381: bigg.metabolite:	tmha5	MNXM13014	Tetramycolylhexaarabinoside(tdm2+tdm4+tre)(Mtb)
397400: bigg.metabolite:	tmha6	MNXM13015	Tetramycolylhexaarabinoside(tdm3+tdm4+tre)(Mtb)
399015: bigg.metabolite:	CN0022	MNXM13085	7,12-Dimethylbenz[a]anthracene-3,4-diol
400021: bigg.metabolite:	4gudbutn	MNXM1312	4Guanidinobutanoate
403552: bigg.metabolite:	dmpp	MNXM132	Dimethylallyldiphosphate
403612: bigg.metabolite:	tymsf	MNXM13201	TyramineO-sulfate
403642: bigg.metabolite:	u2ga_HP	MNXM13202	U2gaHP
403938: bigg.metabolite:	u23ga_HP	MNXM13209	UDP-2(3-hydroxyoctadecanoyl)-3(3-hydroxypalmetoyl)glucosamine
404444: bigg.metabolite:	cpppg1	MNXM1322	CoproporphyrinogenI
404678: bigg.metabolite:	ugma	MNXM13225	UDP-N-glycolylmuramoyl-L-alanine
404805: bigg.metabolite:	M03117	MNXM13228	UndecylicAcid
404806: bigg.metabolite:	udca	MNXM13228	Undecanoate
404914: bigg.metabolite:	ugagmda	MNXM13230	Undecaprenyl-diphospho-N-glycolylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala
405637: bigg.metabolite:	fuc132galacglcgal14acglcgalgluside_hs	MNXM13247	V3Fuc-nLc6Cer
408824: bigg.metabolite:	gp1c_cho	MNXM13320	GP1c
409438: bigg.metabolite:	fuc13galacglcgal14acglcgalgluside_cho	MNXM13334	III3Fuc-nLc6Cer
409701: bigg.metabolite:	phom	MNXM1334	O-Phospho-L-homoserine
410779: bigg.metabolite:	acnacngal14acglcgalgluside_cho	MNXM13366	3',8'-LD1
410905: bigg.metabolite:	fucgal14acglcgalgluside_cho	MNXM13369	Lacto-N-fucopentaosylIIIceramide
411137: bigg.metabolite:	tag1601819Z160	MNXM133744	Triacylglycerol(16:0/18:1(9Z)/16:0)
411155: bigg.metabolite:	tag1601819Z180	MNXM133746	Triacylglycerol(16:0/18:1(9Z)/18:0)
411535: bigg.metabolite:	acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho	MNXM13383	TypeIIIAb
411677: bigg.metabolite:	fucfuc132galacglcgal14acglcgalgluside_cho	MNXM13386	V3Fuc,III3Fuc-nLc6Cer
411864: bigg.metabolite:	selnp	MNXM1339	Selenophosphate
412110: bigg.metabolite:	fucacngalacglcgalgluside_cho	MNXM13395	IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer
412548: bigg.metabolite:	n5m2masn	MNXM13407	((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine(protein)
412674: bigg.metabolite:	thmtp	MNXM1341	Thiamintriphosphate
414669: bigg.metabolite:	C09640	MNXM13455	(-)-Salsoline
416022: bigg.metabolite:	CN0023	MNXM13488	7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide
416527: bigg.metabolite:	glc2man	MNXM13501	(2)[glucose-1,3]-mannoseoligosaccharide
417320: bigg.metabolite:	omppp9	MNXM1352	13(1)-Oxo-magnesium-protoporphyrinIX13-monomethylester
420210: bigg.metabolite:	tag18111Z1819Z18111Z	MNXM135915	Triacylglycerol(18:1(11Z)/18:1(9Z)/18:1(11Z))
422567: bigg.metabolite:	3psme	MNXM1365	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
424509: bigg.metabolite:	cdp4dh6doglc	MNXM1370	CDP-4-dehydro-6-deoxy-D-glucose
426595: bigg.metabolite:	dolglcp	MNXM1375	Dolichylbeta-D-glucosylphosphate
426596: bigg.metabolite:	dolpglc	MNXM1375	Dolichylbeta-D-glucosylphosphate
427036: bigg.metabolite:	ghb	MNXM13761	Gamma-hydroxybutyrate
427836: bigg.metabolite:	ggbutal	MNXM1378	Gamma-glutamyl-gamma-butyraldehyde
428628: bigg.metabolite:	cbp	MNXM138	Carbamoylphosphate
428745: bigg.metabolite:	mem2emgacpail_prot_hs	MNXM13802	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein(M4B)
428950: bigg.metabolite:	1glyc_hs	MNXM13807	1acylphosphoglycerol
430343: bigg.metabolite:	acg5p	MNXM1384	N-Acetyl-L-glutamyl5-phosphate
435438: bigg.metabolite:	prfp	MNXM1397	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
436399: bigg.metabolite:	12RHPET	MNXM13994	12R-Hydroperoxyeicosatetraenoate
436790: bigg.metabolite:	34dhpac	MNXM1401	3,4-Dihydroxyphenylacetaldehyde
437262: bigg.metabolite:	pppn	MNXM1403	Phenylpropanoate
438072: bigg.metabolite:	18harachd	MNXM14054	18hydroxyarachidonicacid
438312: bigg.metabolite:	gg4abut	MNXM1406	Gamma-glutamyl-gammaaminobutyricacid
438696: bigg.metabolite:	4per	MNXM1407	4-Phospho-D-erythronate
439101: bigg.metabolite:	prlp	MNXM1408	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide
439855: bigg.metabolite:	oxptn	MNXM1410	5-Oxopentanoate
443612: bigg.metabolite:	thr__L	MNXM142	L-Threonine
444483: bigg.metabolite:	eig3p	MNXM1422	D-erythro-1-(Imidazol-4-yl)glycerol3-phosphate
450761: bigg.metabolite:	pprdn	MNXM1438	Piperideine
451602: bigg.metabolite:	ala_B	MNXM144	Beta-Alanine
452065: bigg.metabolite:	pre4	MNXM1441	Precorrin4
453712: bigg.metabolite:	3AStmyn	MNXM14448	3"-Adenylylstreptomycin
453801: bigg.metabolite:	txa2	MNXM1445	ThromboxaneA2
454224: bigg.metabolite:	ugmd	MNXM1446	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate
454941: bigg.metabolite:	34dhphaccoa	MNXM14479	34DihydroxyphenylacetylCoA
455507: bigg.metabolite:	ru5p__D	MNXM145	D-Ribulose5-phosphate
456411: bigg.metabolite:	glu1sa	MNXM1453	L-Glutamate1-semialdehyde
456993: bigg.metabolite:	2cpr5p	MNXM1455	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose5-phosphate
457073: bigg.metabolite:	fdxo_42	MNXM145541	Ferredoxin(oxidizedform4:2)
457076: bigg.metabolite:	fdxr_42	MNXM145542	Ferredoxin(reducedform4:2)
457100: bigg.metabolite:	1odec9eg3p	MNXM145555	1-octadec-9-enoyl-sn-glycerol3-phosphate
457117: bigg.metabolite:	12dgr1819Z1819Z	MNXM145565	1,2-Diacyl-sn-glycerol(1,2-di-(9Z)-octadecenoyl,18:1(9Z)/18:1(9Z))
457123: bigg.metabolite:	12dgr18111Z1819Z	MNXM145566	1,2-Diacyl-sn-glycerol(1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl,18:1(11Z)/18:1(9Z))
457135: bigg.metabolite:	udcpo4	MNXM145572	Undecaprenyldiphosphategalactose-rhamnose-mannose-abequose
457141: bigg.metabolite:	12dgr1819Z18111Z	MNXM145573	1,2-Diacyl-sn-glycerol(1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl,18:1(9Z)/18:1(11Z))
457147: bigg.metabolite:	12dgr1601819Z	MNXM145574	1,2-Diacyl-sn-glycerol(1-hexadecanoyl,2-(9Z)-octadecenoyl,16:0/18:1(9Z))
457153: bigg.metabolite:	12dgr1801819Z	MNXM145575	1,2-Diacyl-sn-glycerol(1-octadecanoyl,2-(9Z)-octadecenoyl,18:0/18:1(9Z))
457159: bigg.metabolite:	12dgr18111Z18111Z	MNXM145577	1,2-Diacyl-sn-glycerol(1,2-di-(11Z)-octadecenoyl,18:1(11Z)/18:1(11Z))
457165: bigg.metabolite:	12dgr16018111Z	MNXM145578	1,2-Diacyl-sn-glycerol(1-hexadecanoyl,2-(11Z)-octadecenoyl,16:0/18:1(11Z))
457202: bigg.metabolite:	pqh2	MNXM145595	Plastoquinol
457205: bigg.metabolite:	pq	MNXM145596	Plastoquinone
457208: bigg.metabolite:	dolp__L	MNXM145597	Dolicholphosphate,humanliverhomolog
457228: bigg.metabolite:	imacp	MNXM1456	3-(Imidazol-4-yl)-2-oxopropylphosphate
457253: bigg.metabolite:	ocdce9a	MNXM145602	Octadecenoate(18:1(9Z))
457462: bigg.metabolite:	photon646	MNXM145673	Photon(608to666nm,orange/red)
457468: bigg.metabolite:	pa1819Z1819Z	MNXM145676	1,2-di-(9Z)-octadecenoyl-sn-glycerol3-phosphate
457474: bigg.metabolite:	pa18111Z1819Z	MNXM145677	1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl-sn-glycerol3-phosphate
457480: bigg.metabolite:	pa1801819Z	MNXM145678	1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol3-phosphate
457486: bigg.metabolite:	dolmanp__L	MNXM145684	DolichylphosphateD-mannose,humanliverhomolog
457489: bigg.metabolite:	photon673	MNXM145690	Photon(659to684nm,red)
457495: bigg.metabolite:	photon680	MNXM145691	Photon(662to691nm,red)
457501: bigg.metabolite:	pacoa	MNXM145692	Pinolenyl-coa
457507: bigg.metabolite:	pa18111Z160	MNXM145696	1-(11Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol3-phosphate
457513: bigg.metabolite:	pa1819Z18111Z	MNXM145697	1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol3-phosphate
457519: bigg.metabolite:	pa1819Z160	MNXM145698	1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol3-phosphate
457525: bigg.metabolite:	pa1601819Z	MNXM145699	1-hexadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol3-phosphate
457552: bigg.metabolite:	cacoa	MNXM145706	Coniferonyl-coa
457570: bigg.metabolite:	photonVis	MNXM145712	Photon(380to750nm,visiblespectrum)
458027: bigg.metabolite:	3ipmmest	MNXM14578	3isopropylmalatemethylester
458070: bigg.metabolite:	photon450	MNXM145796	Photon(417to472nm,indigo/blue)
458076: bigg.metabolite:	pa	MNXM145797	Pinolenicacid(18:3(5Z,9Z,12Z))
458097: bigg.metabolite:	4adcho	MNXM1458	4-amino-4-deoxychorismate
458150: bigg.metabolite:	ca	MNXM145806	Coniferonicacid(18:4(5Z,9Z,12Z,15Z))
458156: bigg.metabolite:	flxso	MNXM145809	Flavodoxinsemioxidized
458186: bigg.metabolite:	photon438	MNXM145816	Photon(378to482nm,violet/blue)
458192: bigg.metabolite:	photon437	MNXM145817	Photon(406to454nm,indigo/blue)
458198: bigg.metabolite:	photon490	MNXM145818	Photon(451to526nm,blue/green)
458218: bigg.metabolite:	vanillac	MNXM14582	Vanil-Lactate
458356: bigg.metabolite:	pa18111Z18111Z	MNXM145833	1-(11Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol3-phosphate
458362: bigg.metabolite:	pa16018111Z	MNXM145834	1-hexadecanoyl,2-(11Z)-octadecenoyl-sn-glycerol3-phosphate
458506: bigg.metabolite:	pe1819Z1835Z9Z12Z	MNXM145871	Phosphatidylethanolamine(18:1(9Z)/18:3(5Z,9Z,12Z))
458537: bigg.metabolite:	1agpe18111Z	MNXM145879	1-Acyl-sn-glycero-3-phosphoethanolamine(18:1(11Z))
458548: bigg.metabolite:	1agpe1819Z	MNXM145880	1-Acyl-sn-glycero-3-phosphoethanolamine(18:1(9Z))
458566: bigg.metabolite:	23dhbzs3	MNXM145882	2-3-dihydroxybenzoylserinetrimer
458584: bigg.metabolite:	dag_hs_16_0_16_0	MNXM145894	Diacylglycerol(homosapiens,C16:0,C16:0)
458587: bigg.metabolite:	dag_hs_16_0_18_2	MNXM145895	Diacylglycerol(homosapiens,C16:0,C18:2)
458590: bigg.metabolite:	dag_hs_18_1_18_1	MNXM145896	Diacylglycerol(homosapiens,C18:1,C18:1)
458593: bigg.metabolite:	dag_hs_18_1_18_2	MNXM145897	Diacylglycerol(homosapiens,C18:1,C18:2)
458596: bigg.metabolite:	dag_hs_16_0_18_1	MNXM145898	Diacylglycerol(homosapiens,C16:0,C18:1)cytosol
458599: bigg.metabolite:	dgdg1829Z12Z1627Z10Z	MNXM145899	Digalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl,18:2(9Z,12Z)/16:2(7Z,10Z))
458632: bigg.metabolite:	mgdg1829Z12Z1627Z10Z	MNXM145909	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl,18:2(9Z,12Z)/16:2(7Z,10Z))
458638: bigg.metabolite:	pe1801835Z9Z12Z	MNXM145916	Phosphatidylethanolamine(18:0/18:3(5Z,9Z,12Z))
458644: bigg.metabolite:	pe18111Z1835Z9Z12Z	MNXM145917	Phosphatidylethanolamine(18:1(11Z)/18:3(5Z,9Z,12Z))
458662: bigg.metabolite:	photon298	MNXM145920	Photon(281to306nm,UVB)
458668: bigg.metabolite:	pcrd	MNXM145921	Plastocyanin(Cu+)
458674: bigg.metabolite:	pcox	MNXM145922	Plastocyanin(Cu2+)
458680: bigg.metabolite:	Asn_X_Ser_Thr	MNXM145923	AsnXSerFSLASHThr
458689: bigg.metabolite:	salchs4	MNXM145924	Salmochelin-S4
458692: bigg.metabolite:	tag1819Z1819Z1819Z	MNXM145932	Triacylglycerol(18:1(9Z)/18:1(9Z)/18:1(9Z))
459266: bigg.metabolite:	3ohsebcoa	MNXM146014	3-Hydroxy-SebacoylCoenzymeA
459287: bigg.metabolite:	3ohsubcoa	MNXM146017	3-Hydoxy-SuberylCoenzymeA
459783: bigg.metabolite:	nh4oh	MNXM146119	Ammoniumhydroxide
459847: bigg.metabolite:	octe9ACP	MNXM146128	Cis-octadec-9-enoyl-[acyl-carrierprotein]((9Z)-n-C18:1)
459876: bigg.metabolite:	dag_hs_16_0_20_4	MNXM146134	Daghs160204
459879: bigg.metabolite:	dag_hs_18_0_18_0	MNXM146135	Daghs180180
459882: bigg.metabolite:	dag_hs_18_0_18_1	MNXM146136	Daghs180181
459885: bigg.metabolite:	dag_hs_18_0_18_2	MNXM146137	Daghs180182
459888: bigg.metabolite:	dag_hs_18_1_20_4	MNXM146138	Daghs181204
459891: bigg.metabolite:	dag_hs_18_2_18_2	MNXM146139	Daghs182182
459905: bigg.metabolite:	dag_hs_18_2_20_4	MNXM146140	Daghs182204
459908: bigg.metabolite:	dag_hs_20_4_20_4	MNXM146141	Daghs204204
459911: bigg.metabolite:	dag_hs_16_0_18_0	MNXM146143	Diacylglycerol(homosapiens,C16:0,C18:0)cytosol
459914: bigg.metabolite:	dag_hs_18_0_20_4	MNXM146144	Diacylglycerol(homosapiens,C18:0,C20:4)cytosol
459917: bigg.metabolite:	dgdg1819Z1627Z10Z	MNXM146145	Digalactosyldiacylglycerol(1-(9Z)-octadecenoyl,2-(7Z,10Z)-hexadecadienoyl,18:1(9Z)/16:2(7Z,10Z))
459944: bigg.metabolite:	mgdg1829Z12Z1637Z10Z13Z	MNXM146175	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl,18:2(9Z,12Z)/16:3(7Z,10Z,13Z))
460010: bigg.metabolite:	h4spt	MNXM1462	Tetrahydrosarcinapterin
460065: bigg.metabolite:	pe1801845Z9Z12Z15Z	MNXM146214	Phosphatidylethanolamine(18:0/18:4(5Z,9Z,12Z,15Z))
460071: bigg.metabolite:	pe18111Z1845Z9Z12Z15Z	MNXM146215	Phosphatidylethanolamine(18:1(11Z)/18:4(5Z,9Z,12Z,15Z))
460077: bigg.metabolite:	pe1819Z1845Z9Z12Z15Z	MNXM146216	Phosphatidylethanolamine(18:1(9Z)/18:4(5Z,9Z,12Z,15Z))
460083: bigg.metabolite:	pe1829Z12Z1835Z9Z12Z	MNXM146217	Phosphatidylethanolamine(18:2(9Z,12Z)/18:3(5Z,9Z,12Z))
460089: bigg.metabolite:	pg1819Z160	MNXM146218	Phosphatidylglycerol(1-(9Z)-octadecenoyl,2-hexadecanoyl,18:1(9Z)/16:0)
460110: bigg.metabolite:	salchs2	MNXM146229	Salmochelin-S2
460113: bigg.metabolite:	salchs2fe	MNXM146230	Salmochelin-S2-Fe-III
460116: bigg.metabolite:	salchs4fe	MNXM146231	Salmochelin-S4-Fe-III
460119: bigg.metabolite:	starch300	MNXM146233	Starchn=300repeatunits(80repeatunitsamylose,220repeatunitsamylopectin,correspondstomaizestarch)
460125: bigg.metabolite:	sqdg1819Z160	MNXM146234	Sulfoquinovosyldiacylglycerol(1-(9Z)-octadecenoyl,2-hexadecanoyl,18:1(9Z)/16:0)
460131: bigg.metabolite:	sqdg160	MNXM146235	Sulfoquinovosyldiacylglycerol(n-C160)
460146: bigg.metabolite:	tag18111Z18111Z18111Z	MNXM146241	Triacylglycerol(18:1(11Z)/18:1(11Z)/18:1(11Z))
460190: bigg.metabolite:	fe3dhbzs3	MNXM146250	2-3-dihydroxybenzoylserinetrimer-Fe-III
460193: bigg.metabolite:	2hh24dd	MNXM146251	2-Hydroxyhepta-2-4-dienedioate
460254: bigg.metabolite:	dag_hs_18_2_16_0	MNXM146268	Diacylglycerol(homosapiens,C18:2,C16:0)
460257: bigg.metabolite:	dag_hs_18_2_18_1	MNXM146269	Diacylglycerol(homosapiens,C18:2,C18:1)
460260: bigg.metabolite:	dgts1829Z12Z1835Z9Z12Z	MNXM146270	Diacylglyceryl-N,N,N-trimethylhomoserine(18:2(9Z,12Z)/18:3(5Z,9Z,12Z))
460266: bigg.metabolite:	dgdg1819Z1617Z	MNXM146271	Digalactosyldiacylglycerol(1-(9Z)-octadecenoyl,2-(7Z)-hexadecenoyl,18:1(9Z)/16:1(7Z))
460272: bigg.metabolite:	dgdg1819Z160	MNXM146272	Digalactosyldiacylglycerol(1-(9Z)-octadecenoyl,2-hexadecanoyl,18:1(9Z)/16:0)
460278: bigg.metabolite:	dgdg1829Z12Z1634Z7Z10Z	MNXM146273	Digalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl,18:2(9Z,12Z)/16:3(4Z,7Z,10Z))
460284: bigg.metabolite:	dgdg1829Z12Z1617Z	MNXM146274	Digalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z)-hexadecenoyl,18:2(9Z,12Z)/16:1(7Z))
460290: bigg.metabolite:	dgdg1829Z12Z1637Z10Z13Z	MNXM146275	Digalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl,18:2(9Z,12Z)/16:3(7Z,10Z,13Z))
460296: bigg.metabolite:	dgdg1829Z12Z160	MNXM146276	Digalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl,18:2(9Z,12Z)/16:0)
460302: bigg.metabolite:	dgdg1839Z12Z15Z1634Z7Z10Z	MNXM146277	Digalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl,18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))
460308: bigg.metabolite:	dgdg1839Z12Z15Z1627Z10Z	MNXM146278	Digalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z)-hexadecadienoyl,18:3(9Z,12Z,15Z)/16:2(7Z,10Z))
460314: bigg.metabolite:	dgdg1839Z12Z15Z1637Z10Z13Z	MNXM146279	Digalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl,18:3(9Z,12Z,15Z)/16:3(7Z,10Z,13Z))
460385: bigg.metabolite:	mgdg1829Z12Z1634Z7Z10Z	MNXM146290	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl,18:2(9Z,12Z)/16:3(4Z,7Z,10Z))
460391: bigg.metabolite:	mgdg1829Z12Z1644Z7Z10Z13Z	MNXM146291	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(4Z,7Z,10Z,13Z)-hexadecatetraenoyl,18:2(9Z,12Z)/16:4(4Z,7Z,10Z,13Z))
460397: bigg.metabolite:	mgdg1829Z12Z1617Z	MNXM146292	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-(7Z)-hexadecenoyl,18:2(9Z,12Z)/16:1(7Z))
460403: bigg.metabolite:	mgdg1829Z12Z160	MNXM146293	Monogalactosyldiacylglycerol(1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl,18:2(9Z,12Z)/16:0)
460409: bigg.metabolite:	mgdg1839Z12Z15Z1634Z7Z10Z	MNXM146294	Monogalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl,18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))
460415: bigg.metabolite:	mgdg1839Z12Z15Z1644Z7Z10Z13Z	MNXM146295	Monogalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(4Z,7Z,10Z,13Z)-hexadecatetraenoyl,18:3(9Z,12Z,15Z)/16:4(4Z,7Z,10Z,13Z))
460421: bigg.metabolite:	mgdg1839Z12Z15Z1627Z10Z	MNXM146296	Monogalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z)-hexadecadienoyl,18:3(9Z,12Z,15Z)/16:2(7Z,10Z))
460427: bigg.metabolite:	mgdg1839Z12Z15Z1637Z10Z13Z	MNXM146297	Monogalactosyldiacylglycerol(1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl,18:3(9Z,12Z,15Z)/16:3(7Z,10Z,13Z))
460469: bigg.metabolite:	pg18111Z160	MNXM146304	Phosphatidylglycerol(1-(11Z)-octadecenoyl,2-hexadecanoyl,18:1(11Z)/16:0)
460475: bigg.metabolite:	sqdg18111Z160	MNXM146312	Sulfoquinovosyldiacylglycerol(1-(11Z)-octadecenoyl,2-hexadecanoyl,18:1(11Z)/16:0)
460483: bigg.metabolite:	tag16018111Z160	MNXM146314	Triacylglycerol(16:0/18:1(11Z)/16:0)
460777: bigg.metabolite:	alpha_hs_16_0	MNXM146361	Alphahs160
460824: bigg.metabolite:	dgts1819Z1819Z	MNXM146377	Diacylglyceryl-N,N,N-trimethylhomoserine(18:1(9Z)/18:1(9Z))
460830: bigg.metabolite:	dgts1819Z1829Z12Z	MNXM146378	Diacylglyceryl-N,N,N-trimethylhomoserine(18:1(9Z)/18:2(9Z,12Z))
460836: bigg.metabolite:	dgts1819Z1835Z9Z12Z	MNXM146379	Diacylglyceryl-N,N,N-trimethylhomoserine(18:1(9Z)/18:3(5Z,9Z,12Z))
460842: bigg.metabolite:	dgts1829Z12Z1819Z	MNXM146380	Diacylglyceryl-N,N,N-trimethylhomoserine(18:2(9Z,12Z)/18:1(9Z))
460848: bigg.metabolite:	dgts1829Z12Z1829Z12Z	MNXM146381	Diacylglyceryl-N,N,N-trimethylhomoserine(18:2(9Z,12Z)/18:2(9Z,12Z))
460854: bigg.metabolite:	dgts1829Z12Z1845Z9Z12Z15Z	MNXM146382	Diacylglyceryl-N,N,N-trimethylhomoserine(18:2(9Z,12Z)/18:4(5Z,9Z,12Z,15Z))
